"","Incident","Location","Reported","Occurred","Comments","Disposition","UCPDI#","latitude","longitude"
"4676","Harassment by Electronic Means","Lake Park at 47th","1/31/11 2:23 PM","1/30/11 9:25 PM","Woman reports receiving harassing email message","Closed","X0146",41.831209,-87.608286
"4677","Theft from Motor Vehicle","5840 S. Maryland (Parking Structure)","1/30/11 11:28 AM","1/30/11 11:28 AM","UCPD officers conducting surveillance arrested man after he smashed window of car in parking structure and took a GPS device","Arrest","X0137",41.788803,-87.604882
"4678","Lost Property","5815 S. Maryland (Mitchell Hospital)","1/30/11 5:21 PM","1/27/11 to 1/29/11 6:00 AM to 6:00 PM","Patient lost cell phone in the process of changing rooms","Closed","X0138",41.789267,-87.604888
"4679","Theft from Motor Vehicle","Lake Park between 55th & 56th","1/30/11 5:31 PM","1/30/11 3:00 PM to 4:00 PM","Unknown persons entered car parked on the street and took brief case, wallet, cell phone, keys / No sign of forced entry","Open","X0139",41.831209,-87.608286
"4680","Lost Property","1005 E. 60th St. (Burton-Judson)","1/30/11 8:44 PM","1/29/11 to 1/30/11 8:00 PM to 4:00 AM","Man reported lost wallet","Closed","X0140",41.785853,-87.60112
"4681","Theft from Motor Vehicle","Cottage Grove near 58th","1/29/11 3:48 PM","1/29/11 6:45 AM to 3:35 PM","Unknown person smashed passenger's side window of vehicle parked on the street and took GPS device","Open","X0134",41.823965,-87.606872
"4682","Injured Person","1130 E. Midway Pl. (Skating Rink)","1/29/11 7:28 PM","1/29/11 7:00 PM","Man skating fell and struck his head on the ice / Transported to ER by CFD EMS","Closed","X0136",40.560601,-89.61115
"4683","Theft from Motor Vehicle","5840 S. Maryland (Parking Structure)","1/29/11 7:29 PM","1/29/11 12:00 PM to 7:15 PM","Unknown person smashed passenger's side window of vehicle parked on the 3rd floor / Took GPS device and radar detector","Open","X0135",41.788803,-87.604882
"4684","Lost Property","55th & Lake Park","1/28/11 11:54 AM","1/24/11 7:00 PM","Man reported losing his wallet while in a grocery store","Closed","X0126",41.831209,-87.608286
"4685","Attempt Theft","924 E. 57th St. (BSLC)","1/28/11 2:28 PM","1/28/11 1:45 PM","Unknown male took two bikes from bike rack / A University staff member followed the suspect, who then dropped the bikes and fled","Open","X0128",41.791443,-87.603431
"4686","Theft from Motor Vehicle","60th between Woodlawn & Kimbark","1/28/11 3:36 PM","1/28/11 8:45 AM to 1:00 PM","Unknown person smashed front passenger's side window of vehicle parked on the street and took a GPS device","Open","X0129",41.82334,-87.871025
"4687","Assault","920 E. 58th St. (Cummings Center)","1/28/11 5:16 PM","1/28/11 4:45 PM","Two employees involved in an argument / One man threatened the other with bodily harm","Open","X0130",41.78946,-87.603938
"4688","Injured Person","5758 S. Maryland (DCAM)","1/28/11 7:17 PM","1/28/11 3:00 PM","Woman slipped and fell in washroom injuring her right side / Taken to ER for treatment","Closed","X0131",41.790253,-87.605016
"4689","Theft","1116 E. 59th St. (Harper Library)","1/28/11 8:02 PM","1/28/11 2:10 PM to 4:15 PM","Unknown person took unattended cell phone left in study area","Open","X0132",41.802263,-87.589226
"4690","Armed Robbery","Drexel between 61st & 62nd","1/28/11 11:55 PM","1/28/11 11:30 PM","Pizza deliveryman had cash and food taken at gunpoint by six unknown males on the street","Open","X0133",41.822842,-87.606185
"4691","Theft","Ingleside between 51st & 52nd","1/27/11 12:34 AM","1/26/11 2:00 PM to 6:00 PM","Unknown person took a hotplate from a package that was delivered and left in the lobby of an apartment building","Open","X0123",41.802298,-87.602885
"4692","Fire Alarm","900 E. 57th St. (Knapp Center)","1/27/11 7:04 AM","1/27/11 7:04 AM","Workmen created dust that triggered smoke detector / CFD responded","Closed","X0124",41.791364,-87.603741
"4693","Threatening Phone Call","5706 S. University (Reynolds Club)","1/27/11 2:43 PM","1/27/11 2:40 PM","Man received phone call from a person threatening bodily harm","Open","X0125",41.791316,-87.598148
"4694","Theft","1100 E. 57th St. (Regenstein Library)","1/26/11 8:57 AM","1/26/11 8:00 AM to 8:20 AM","Unknown person took a hammer drill and a power drill from a contractor's unattended tool cart","Open","X0118",41.791492,-87.599098
"4695","Injured Person","1100 E. 57th St. (Regenstein Library)","1/26/11 1:41 PM","1/26/11 12:40 PM","Worker jumped from platform at construction site injuring his right ankle / Transported to ER by CFD EMS","Closed","X0119",41.791492,-87.599098
"4696","Lost Property","5835 S. Kimbark (Judd Hall)","1/26/11 1:32 PM","1/6/11 10:30 AM","Staff member reports i-Pod was misplaced","Closed","X0121",41.78901,-87.594705
"4697","Lost Property","5445 S. Ingleside (MacLean House)","1/26/11 5:54 PM","1/26/11 4:00 AM","Man misplaced his cell phone","Closed","X0122",42.39795,-88.147764
"4698","Theft from Motor Vehicle","University between 55th & 56th","1/25/11 2:59 PM","1/25/11 1:30 PM to 2:45 PM","Unknown person smashed driver's side window of car parked on the street and took a GPS cord","Open","X0114",41.802349,-87.598247
"4699","Criminal Damage to Property","5345 S. Harper (Harper Crest Apts.)","1/25/11 3:39 PM","1/25/11 3:30 PM","Storage room door and lock damaged","Open","X0116",41.798657,-87.588997
"4700","Public Indecency","Cottage Grove between 58th & 59th","1/25/11 3:42 PM","1/25/11 3:42 PM","UCPD officers arrested a male subject for urinating on the public way in view of passersby","Arrest","X0115",41.823965,-87.606872
"4701","Theft","860 E. 59th St. (Goldblatt Pavilion)","1/25/11 5:25 PM","1/25/11 8:30 AM to 4:30 PM","Unknown person took wallet from woman's purse / Unauthorized use of credit cards subsequently reported","Open","X0117",41.78628,-87.634949
"4702","Theft","450 N. City Front Plaza (Gleacher Center)","1/24/11 7:22 AM","1/18/11 to1/19/11 5:00 PM to 10:00 AM","Unknown person removed Dell desktop computer from office","Open","X0103",41.890893,-87.62162
"4703","Injured Person","5840 S. Maryland (Sidewalk)","1/24/11 10:23 AM","1/24/11 10:20 AM","Man slipped and fell on sidewalk injuring his right knee and left hand / Declined medical attention","Closed","X0104",41.788803,-87.604882
"4704","Theft","950 E. 59th St. (Billings Hospital)","1/24/11 12:01 PM","1/20/11 to 1/24/11 3:00 PM to 10:00 AM","Unknown person took unattended purse from desktop in a shared office that is not always secured","Open","X0106",41.787809,-87.602682
"4705","Disturbance","1101 E. 56th St. (Max Palevsky Commons)","1/24/11 4:36 PM","1/22/11 3:00 AM","Resident awakened by a male who entered room, ran to bathroom, vomited, ran back into the hallway and left the building / Delayed report","Closed","X0107",41.793162,-87.599087
"4706","Theft from Motor Vehicle","61st between Kimbark & Kenwood","1/24/11 5:03 PM","1/24/11 10:00 AM to 4:50 PM","Unknown person smashed passenger's side window of car parked on the street and took a bag containing a Bluetooth device, headphones, and clothing","Open","X0108",41.808827,-87.595192
"4707","Damage to Property","5815 S. Kimbark (Belfield Hall)","1/24/11 7:05 PM","1/24/11 5:30 PM to 6:30 PM","Sink faucet in boy's washroom damaged by unknown means / Facilities notified","Closed","X0109",41.789381,-87.594714
"4708","Armed Robbery","Drexel at 51st","1/24/11 8:23 PM","1/24/11 7:45 PM","Two males armed with a handgun took cell phone and i-pod from a male walking on the sidewalk","Open","X0110",41.801379,-87.606377
"4709","Miscellaneous","1307 E. 60th St. (New Graduate Residence Hall)","1/24/11 9:16 PM","1/24/11 9:16 PM","CFD received a phone call reporting a fire / CFD responded / No smoke or fire","Closed","X0111",41.747014,-87.738616
"4710","Armed Robbery","Greenwood at 62nd","1/24/11 9:19 PM","1/24/11 9:15 PM","A male armed with a handgun took an i-Pod and change purse from a woman walking on the sidewalk","Open","X0112",41.814621,-87.599369
"4711","Warrant Arrest","Drexel at 61st","1/24/11 9:35 PM","1/24/11 9:35 PM","UCPD officers arrested a male wanted on a warrant / Turned over to CPD","Arrest","X0113",41.801379,-87.606377
"4712","Injured Person","1101 E. 57th St. (Zoology)","1/23/11 7:18 AM","1/22/11 9:00 PM to 9:30 PM","UCPD officer slipped on icy surface, fell injuring right leg and lower right side / Declined medical attention","Closed","X0101",41.791342,-87.599096
"4713","Theft from Motor Vehicle","Hyde Park between Ellis & Greenwood","1/23/11 11:35 AM","1/23/11 12:30 AM to 10:40 AM","Unknown person smashed passenger's side window of car parked on the street and took a GPS device","Open","X0102",41.802281,-87.604202
"4714","Battery","Everett at 55th","1/22/11 11:08 AM","1/18/11 8:20 PM","Woman grabbed another woman's arm during an argument over a street parking space / Delayed report","Open","X0097",41.799644,-87.582319
"4715","Theft from Motor Vehicle","5840 S. Maryland (Parking Structure)","1/22/11 2:23 PM","1/22/11 7:00 AM to 2:00 PM","Unknown person smashed driver's side window of car parked on the 3rd floor of parking structure and took GPS device","Open","X0098",41.788803,-87.604882
"4716","Criminal Damage to Vehicle","5840 S. Maryland (Parking Structure)","1/22/11 7:55 PM","1/22/11 7:00 AM to 7:55 PM","Unknown person smashed driver's side window of car parked on the 3rd floor of parking structure","Open","X0099",41.788803,-87.604882
"4717","Possession of Cannabis","54th between Ellis & Greenwood","1/22/11 10:09 PM","1/22/11 10:09 PM","UCPD officers arrested man for possession of marijuana","Arrest","X0100",38.01012,-89.905976
"4718","Attempt Theft","5835 S. Greenwood (Stuart Hall)","1/21/11 10:42 AM","1/21/11 10:40 AM","Unknown male attempted to walk away with an unattended laptop computer in study area /when seen, he returned computer and fled","Open","X0094",41.79323,-87.599738
"4719","Theft","5734 S. Ellis (Hinds Lab)","1/21/11 1:00 PM","1/21/11 12:30 PM to 12:45 PM","Unattended Apple PowerBook computer taken from desktop in unsecured office","Open","X0095",41.790752,-87.601362
"4720","Traffic Crash / Property Damage","5807 S. Woodlawn","1/21/11 2:53 PM","1/21/11 2:50 PM","Motorist backed vehicle into the front of a second vehicle","Closed","X0096",41.789512,-87.596337
"4721","Aggravated Robbery","Lake Park at 52nd","1/20/11 5:12 AM","1/20/11 5:12 AM","Unknown man entered a gas station / implied he had a weapon and took cash from attendant before fleeing on foot","Open","X0085",41.831209,-87.608286
"4722","Battery","901 E. 58th St. (Mitchell ER)","1/20/11 6:25 AM","1/20/11 5:10 AM","Patient bit staff member's finger / Arrest","Arrest","X0086",41.912085,-87.640506
"4723","Damage to Property","59th between Woodlawn & Kimbark","1/20/11 8:59 AM","1/19/11  8:00 AM to 2:30 PM","Driver's door window of unattended, parked vehicle was shattered","Closed","X0087",41.82334,-87.871025
"4724","Theft","57th & University","1/20/11 3:54 PM","1/20/11 3:50 PM","Man let unknown male use his cell phone / Suspect ran off with the cell phone","Open","X0089",41.863546,-87.647277
"4725","Lost Property","5530 S. Ellis (Ratner AC)","1/20/11 4:04 PM","1/12/11 3:00 PM to 4:30 PM","Man placed his wallet and sweatshirt in a bin while he was working out /  Later picked up sweatshirt but forgot wallet","Closed","X0088",41.794467,-87.601449
"4726","Sick Person","1111 E. 60th St. (Law School)","1/20/11 8:24 PM","1/20/11 8:17 PM","Sick person transported to hospital by CFD EMS","Closed","X0091",41.78588,-87.598827
"4727","Lost Property","1131 E. 57th St. (Hutchinson Commons)","1/20/11 9:05 PM","1/20/11 7:20 PM to 7:30 PM","Woman reported losing her wallet while in Hutchinson Commons","Closed","X0092",41.959266,-87.651682
"4728","Criminal Damage to Property","1414 E. 59th St. (I-House)","1/20/11 10:05 PM","1/20/11 10:05 PM","Unknown person carved graffiti on elevator door","Open","X0093",41.787933,-87.591008
"4729","Criminal Damage to Vehicle","Out of Area - Payne Dr. between 58th & 59th","1/19/11 8:05 AM","1/19/2011 8:05","UCPD officers observed man break the window of an unattended car parked on the street / Arrest by UCPD","Arrest","X0078",41.973199,-87.86681
"4730","Criminal Damage to Property","University between 56th & 57th","1/19/11 10:28 AM","1/19/11 1:00 AM to 4:00 AM","Unknown person(s) threw two bricks through the rear window of a residence","Open","X0080",41.863559,-87.64681
"4731","Burglary","5835 S. Kimbark (Judd Hall)","1/19/11 10:22 AM","1/18/11 to 1/19/11 5:40 PM to 10:00 AM","Unknown person(s) damaged three office doors to gain entry / Took MacBook Pro computer, Apple Mini-Mac computer, Canon digital camera, i-Phone, hard drive","Open","X0081",41.78901,-87.594705
"4732","Damage to Vehicle","57th at Greenwood","11/18/11 7:20 PM","11/18/11 7:20 PM","Rear window of occupied University owned vehicle shattered for unknown reason","Closed","X0082",42.32732,-88.447913
"4733","Lost Property","5815 S. Maryland (Mitchell Hospital)","1/19/11 5:51 PM","1/19/11 5:45 PM","Patient reports losing his cell phone and i-Pod / May have been taken with bedding","Closed","X0083",41.789267,-87.604888
"4734","Theft from Motor Vehicle","54th between Greenwood & University","1/19/11 9:43 PM","1/19/11 9:43 PM","UCPD arrested man who entered an unlocked parked car and took a GPS device","Arrest","X0084",42.32732,-88.447913
"4735","Fire Alarm","929 E. 57th St. (Gordon Center)","1/18/11 10:24 AM","1/18/11 10:20 AM","Burnt toast triggered fire alarm / CFD responded","Closed","X0075",41.957329,-87.653539
"4736","Criminal Damage to Vehicle","Drexel between 61st & 62nd","1/18/11 3:16 PM","1/18/11 10:00 AM to 2:00 PM","Unknown person slashed four tires on a vehicle parked in rear parking lot of apartment building","Open","X0076",41.822842,-87.606185
"4737","Theft","Woodlawn at 57th","1/18/11 3:35 PM","1/18/11 3:30 PM","Unknown male grabbed cell phone from the hand of a man talking on the phone at a bus stop","Open","X0077",41.82334,-87.871025
"4738","No Reports this Date","None","None","None","None","None","None",41.985787,-87.806776
"4739","Disturbance","56th between University & Woodlawn","1/16/11 1:03 AM","1/16/11 1:03 AM","Neighbors complained about loud music and noise from party / Peace restored","Closed","X0071",41.863546,-87.647277
"4740","Theft","5815 S. Maryland (Mitchell Hospital)","1/16/11 9:46 AM","1/16/11 8:00 AM to 9:45 AM","Bag containing clothing, wallet, and keys taken from closet in patient's room","Open","X0072",41.789267,-87.604888
"4741","Injured Person","6031 S. Ellis (South Campus Residence Hall)","1/16/11 6:00 PM","1/16/11 5:30 PM","Staff member tripped over cord and fell causing pain in both knees / Transported to ER for treatment","Closed","X0073",41.785372,-87.601103
"4742","Theft","Woodlawn between 52nd & 53rd","1/16/11 7:33 PM","1/16/11 7:15 PM","Man took $35 and two credit cards from a man walking in the alley","Open","X0074",41.82334,-87.871025
"4743","Theft","University between 56th & 57th","1/15/11 1:21 PM","1/15/11 1:00 AM to 2:30 AM","MacBook computer, Sony Playstation, and cell phone taken from basement room during a party / Property later returned / Complainant declined charges","Closed","X0069",41.863559,-87.64681
"4744","Theft from Motor Vehicle","5505 S. Ellis (Parking Structure)","1/15/11 11:09 PM","1/15/11 9:45 PM to 10:45 PM","Unknown person took an i-Pad, keyboard, purse, and wallet from a vehicle in the parking structure","Open","X0070",41.794915,-87.601274
"4745","Obscene Phone Call","Ingleside between 47th & 48th","1/14/11 9:21 AM","1/7/11 7:10 AM","Woman reports receiving an obscene phone call from unknown person","Open","X0064",41.802298,-87.602885
"4746","Theft","5758 S. Maryland (DCAM)","1/14/11 1:10 PM","1/14/11 12:45 PM to 1:00 PM","Unknown person took wallet from the pocket of a coat hung on the back of a chair in 2nd floor food court","Open","X0065",41.790253,-87.605016
"4747","Armed Robbery","Woodlawn between 54th & 55th","1/14/11 1:22 PM","1/14/11 1:10 PM","Two women walking in the alley were approached by two men who exited a vehicle armed with handguns and took their purses","Open","X0066",41.82334,-87.871025
